TXN_BATCH_ID       CUST_ID    TRANS_TYPE  SETTLEMENT_USD ROUTING_NUM ACC_STATUS
ACH-20260301-1112  C86511     DEBIT       00020819.22    059988675   SETTLED
ACH-20260301-1113  C79352     CREDIT      00006813.66    077043651   SETTLED
ACH-20260301-1114  C12567     DEBIT       00010812.19    084253922   SETTLED
ACH-20260301-1115  C59009     DEBIT       00000809.17    087936189   SETTLED
ACH-20260301-1116  C30620     CREDIT      00012406.31    025772123   SETTLED
ACH-20260301-1117  C64209     DEBIT       00022075.85    095341983   RETURNED_ACT_CLOSED
ACH-20260301-1118  C61047     DEBIT       00005624.26    037822322   SETTLED
ACH-20260301-1119  C99263     DEBIT       00007493.73    010354079   SETTLED
ACH-20260301-1120  C84847     DEBIT       00024036.07    077880512   RETURNED_NSF
ACH-20260301-1121  C19880     CREDIT      00014045.49    030282649   SETTLED
ACH-20260301-1122  C95316     CREDIT      00023236.64    094780671   SETTLED
ACH-20260301-1123  C78669     CREDIT      00007968.79    013458951   SETTLED
ACH-20260301-1124  C11068     DEBIT       00001288.13    038281291   RETURNED_NSF
ACH-20260301-1125  C62391     DEBIT       00020394.53    041277220   SUSPENDED_AML
ACH-20260301-1126  C46310     CREDIT      00021849.74    012117409   RETURNED_NSF
ACH-20260301-1127  C43079     DEBIT       00018351.37    014146821   SUSPENDED_AML
ACH-20260301-1128  C39845     CREDIT      00013533.33    047888381   SETTLED
ACH-20260301-1129  C15759     CREDIT      00018790.69    096914447   RETURNED_NSF
ACH-20260301-1130  C90591     DEBIT       00009575.82    035183476   SETTLED
ACH-20260301-1131  C78303     DEBIT       00023875.09    012325083   RETURNED_ACT_CLOSED
ACH-20260301-1132  C14050     CREDIT      00008678.55    079541585   SUSPENDED_AML
ACH-20260301-1133  C55076     DEBIT       00010167.24    077497055   RETURNED_NSF
ACH-20260301-1134  C32838     CREDIT      00003386.21    052649852   SETTLED
ACH-20260301-1135  C56024     DEBIT       00008074.69    043697635   SETTLED
ACH-20260301-1136  C11846     CREDIT      00024435.68    050771515   RETURNED_ACT_CLOSED
ACH-20260301-1137  C91987     CREDIT      00020912.38    079086862   RETURNED_NSF
ACH-20260301-1138  C42662     DEBIT       00005830.57    048687538   SETTLED
ACH-20260301-1139  C68031     DEBIT       00016834.96    042304486   SETTLED
ACH-20260301-1140  C57377     DEBIT       00021322.83    048406042   SETTLED
ACH-20260301-1141  C86081     CREDIT      00015178.22    023984727   SETTLED
ACH-20260301-1142  C24444     DEBIT       00021702.72    088522895   SETTLED
ACH-20260301-1143  C95841     CREDIT      00014488.44    081425480   RETURNED_ACT_CLOSED
ACH-20260301-1144  C73051     DEBIT       00002035.95    049288763   RETURNED_NSF
ACH-20260301-1145  C97666     CREDIT      00005123.93    089961082   SETTLED
ACH-20260301-1146  C23979     CREDIT      00009897.82    098008510   SETTLED
ACH-20260301-1147  C91070     CREDIT      00009950.69    052323920   SUSPENDED_AML
ACH-20260301-1148  C92734     DEBIT       00009163.80    081828327   RETURNED_ACT_CLOSED
ACH-20260301-1149  C25083     DEBIT       00019656.59    067886160   SETTLED
ACH-20260301-1150  C58768     CREDIT      00024540.98    052453394   RETURNED_NSF
ACH-20260301-1151  C98184     CREDIT      00011033.53    036176304   SUSPENDED_AML
ACH-20260301-1152  C29832     DEBIT       00016370.98    042398757   SETTLED
ACH-20260301-1153  C74056     CREDIT      00019240.98    038119632   SETTLED
ACH-20260301-1154  C19845     CREDIT      00011562.29    046183062   SUSPENDED_AML
ACH-20260301-1155  C26925     CREDIT      00024534.91    037902155   SETTLED
ACH-20260301-1156  C92893     CREDIT      00017591.63    015508346   SETTLED
ACH-20260301-1157  C59073     CREDIT      00000230.85    026357075   SETTLED
ACH-20260301-1158  C85888     DEBIT       00003190.47    076563459   SUSPENDED_AML
ACH-20260301-1159  C54647     CREDIT      00023136.61    050182679   SETTLED
ACH-20260301-1160  C30052     CREDIT      00024590.50    025936518   SETTLED
ACH-20260301-1161  C93626     DEBIT       00012064.64    025903891   SETTLED
ACH-20260301-1162  C98998     DEBIT       00015694.29    081434355   RETURNED_NSF
ACH-20260301-1163  C12618     CREDIT      00017784.51    052439861   RETURNED_NSF
ACH-20260301-1164  C67495     DEBIT       00020905.97    057717090   SETTLED
ACH-20260301-1165  C51177     CREDIT      00017069.73    055520768   SETTLED
ACH-20260301-1166  C71433     DEBIT       00023903.35    068031280   SETTLED
ACH-20260301-1167  C29769     CREDIT      00010933.59    042361670   RETURNED_NSF
ACH-20260301-1168  C88685     DEBIT       00000897.74    087585365   SETTLED
ACH-20260301-1169  C26157     DEBIT       00023644.90    040623565   SETTLED
ACH-20260301-1170  C72277     CREDIT      00007166.60    088945515   SETTLED
ACH-20260301-1171  C60875     CREDIT      00016232.65    091519069   SETTLED
ACH-20260301-1172  C59218     CREDIT      00006543.59    063131301   SUSPENDED_AML
ACH-20260301-1173  C70952     DEBIT       00020803.31    022718218   SETTLED
ACH-20260301-1174  C35203     DEBIT       00004105.69    079499102   SETTLED
ACH-20260301-1175  C56788     DEBIT       00016155.70    085526232   SETTLED
ACH-20260301-1176  C74451     DEBIT       00005506.28    021398879   SETTLED
ACH-20260301-1177  C62531     DEBIT       00017045.66    058630640   SETTLED
ACH-20260301-1178  C81686     CREDIT      00013282.31    053127555   SETTLED
ACH-20260301-1179  C81155     CREDIT      00015058.42    043942304   SETTLED
ACH-20260301-1180  C99017     DEBIT       00003635.02    062967769   SETTLED
ACH-20260301-1181  C46849     DEBIT       00019056.36    072497214   RETURNED_ACT_CLOSED
ACH-20260301-1182  C14869     CREDIT      00000052.03    018079583   SETTLED
ACH-20260301-1183  C18675     DEBIT       00021260.94    073506774   RETURNED_ACT_CLOSED
ACH-20260301-1184  C52172     DEBIT       00010302.76    079981829   SETTLED
ACH-20260301-1185  C93100     CREDIT      00017025.07    080226314   RETURNED_ACT_CLOSED
ACH-20260301-1186  C66549     DEBIT       00007478.45    055706568   SETTLED
ACH-20260301-1187  C74908     DEBIT       00000015.78    027258788   RETURNED_ACT_CLOSED
ACH-20260301-1188  C85392     CREDIT      00013803.33    064084452   SETTLED
ACH-20260301-1189  C91416     DEBIT       00013665.10    033054370   SETTLED
ACH-20260301-1190  C46632     DEBIT       00011886.90    043684365   SETTLED
ACH-20260301-1191  C93136     DEBIT       00011482.66    012089204   SETTLED
ACH-20260301-1192  C22609     CREDIT      00019289.47    012508803   SETTLED
ACH-20260301-1193  C97969     CREDIT      00004027.43    062232076   RETURNED_NSF
ACH-20260301-1194  C45267     DEBIT       00024163.00    059520589   SETTLED
ACH-20260301-1195  C93611     CREDIT      00020153.88    017967431   RETURNED_NSF
ACH-20260301-1196  C82692     DEBIT       00012929.96    078963159   SETTLED
ACH-20260301-1197  C82641     CREDIT      00006160.67    031006594   SUSPENDED_AML
ACH-20260301-1198  C37235     CREDIT      00008832.73    077786008   SETTLED
ACH-20260301-1199  C16232     DEBIT       00001572.43    069511175   SUSPENDED_AML
ACH-20260301-1200  C75459     CREDIT      00010459.52    082966016   SETTLED
ACH-20260301-1201  C79973     CREDIT      00005443.76    038567485   SETTLED
ACH-20260301-1202  C43306     DEBIT       00002252.87    065541902   SETTLED
ACH-20260301-1203  C55341     CREDIT      00013093.51    040464844   SETTLED
ACH-20260301-1204  C77578     CREDIT      00001637.89    018615655   SETTLED
ACH-20260301-1205  C77952     CREDIT      00018071.95    024201066   SUSPENDED_AML
ACH-20260301-1206  C59117     CREDIT      00008486.57    099587401   SETTLED
ACH-20260301-1207  C31299     DEBIT       00009729.68    076682926   SETTLED
ACH-20260301-1208  C84594     CREDIT      00006810.24    010042178   SETTLED
ACH-20260301-1209  C64403     CREDIT      00006312.67    078385496   RETURNED_NSF
ACH-20260301-1210  C90670     CREDIT      00019164.73    051870922   SUSPENDED_AML
ACH-20260301-1211  C66878     CREDIT      00023290.25    025196130   SETTLED
ACH-20260301-1212  C49218     CREDIT      00019062.73    048277962   RETURNED_NSF
ACH-20260301-1213  C64358     DEBIT       00016777.63    067490453   SETTLED
ACH-20260301-1214  C84721     DEBIT       00012227.36    047374626   RETURNED_ACT_CLOSED
ACH-20260301-1215  C16428     CREDIT      00007624.36    047638135   RETURNED_NSF
ACH-20260301-1216  C14237     CREDIT      00021954.34    036968193   RETURNED_NSF
ACH-20260301-1217  C28758     DEBIT       00010213.95    091874183   RETURNED_ACT_CLOSED
ACH-20260301-1218  C80619     CREDIT      00016505.58    024892542   SETTLED
ACH-20260301-1219  C62455     DEBIT       00010619.01    089847000   RETURNED_NSF
ACH-20260301-1220  C15417     CREDIT      00020935.84    014914237   SETTLED
ACH-20260301-1221  C51459     DEBIT       00010434.62    032029639   SUSPENDED_AML
ACH-20260301-1222  C28301     DEBIT       00006320.63    069699560   RETURNED_NSF
ACH-20260301-1223  C35599     CREDIT      00014289.91    063459863   SETTLED
ACH-20260301-1224  C49446     CREDIT      00012751.89    059212513   SETTLED
ACH-20260301-1225  C23297     DEBIT       00023964.99    088504529   SETTLED
ACH-20260301-1226  C29936     DEBIT       00003205.77    012642611   RETURNED_ACT_CLOSED
ACH-20260301-1227  C95394     CREDIT      00013635.90    048336639   RETURNED_ACT_CLOSED
ACH-20260301-1228  C79730     CREDIT      00023416.76    032981677   RETURNED_ACT_CLOSED
ACH-20260301-1229  C78888     DEBIT       00005244.21    029669744   SETTLED
ACH-20260301-1230  C11123     DEBIT       00014194.67    080892174   RETURNED_ACT_CLOSED
ACH-20260301-1231  C62628     CREDIT      00022207.63    033064293   SUSPENDED_AML
ACH-20260301-1232  C68065     DEBIT       00006227.03    040359738   RETURNED_ACT_CLOSED
ACH-20260301-1233  C90802     DEBIT       00012908.67    096564546   RETURNED_NSF
ACH-20260301-1234  C19363     DEBIT       00001451.15    094424162   RETURNED_ACT_CLOSED
ACH-20260301-1235  C63803     CREDIT      00012976.51    061924976   RETURNED_ACT_CLOSED
ACH-20260301-1236  C64935     DEBIT       00000650.62    025975636   SETTLED
ACH-20260301-1237  C39310     DEBIT       00019774.72    027933253   SETTLED
ACH-20260301-1238  C41395     DEBIT       00010189.15    038057822   RETURNED_ACT_CLOSED
ACH-20260301-1239  C67286     CREDIT      00006128.47    047785364   RETURNED_ACT_CLOSED
ACH-20260301-1240  C76616     CREDIT      00022744.95    054886712   SETTLED
ACH-20260301-1241  C98120     CREDIT      00002363.79    066180092   SETTLED
ACH-20260301-1242  C26483     DEBIT       00016761.87    079677854   SETTLED
ACH-20260301-1243  C83975     CREDIT      00002125.27    049598049   SETTLED
ACH-20260301-1244  C66057     DEBIT       00005930.94    019433283   SETTLED
ACH-20260301-1245  C94502     CREDIT      00016422.35    041655690   SETTLED
ACH-20260301-1246  C30904     CREDIT      00024246.55    057541636   SETTLED
ACH-20260301-1247  C70852     DEBIT       00019941.32    024934562   SETTLED
ACH-20260301-1248  C59176     DEBIT       00019332.52    059363957   SETTLED
ACH-20260301-1249  C57573     CREDIT      00014834.74    013879603   RETURNED_ACT_CLOSED
ACH-20260301-1250  C29299     DEBIT       00019753.98    079937182   RETURNED_NSF
ACH-20260301-1251  C10223     DEBIT       00021694.29    078466178   SUSPENDED_AML
ACH-20260301-1252  C19069     DEBIT       00020425.12    089697337   SUSPENDED_AML
ACH-20260301-1253  C99675     DEBIT       00016086.30    050299232   RETURNED_NSF
ACH-20260301-1254  C44690     DEBIT       00014308.16    076284451   SETTLED
ACH-20260301-1255  C35083     CREDIT      00015358.94    019318294   SUSPENDED_AML
ACH-20260301-1256  C44914     DEBIT       00006821.61    028561441   SETTLED
ACH-20260301-1257  C72781     CREDIT      00002972.31    048895151   SUSPENDED_AML
ACH-20260301-1258  C56626     CREDIT      00023164.56    018027917   SETTLED
ACH-20260301-1259  C61151     CREDIT      00014008.22    018170857   RETURNED_NSF
ACH-20260301-1260  C80468     DEBIT       00013962.19    034530436   SUSPENDED_AML
ACH-20260301-1261  C80468     CREDIT      00013002.45    060067001   RETURNED_ACT_CLOSED
ACH-20260301-1262  C66606     DEBIT       00012146.41    022954960   RETURNED_NSF
ACH-20260301-1263  C23359     CREDIT      00015412.32    084427734   RETURNED_NSF
ACH-20260301-1264  C93498     CREDIT      00023874.20    076248830   SETTLED
ACH-20260301-1265  C65318     CREDIT      00002847.45    056555596   SETTLED
ACH-20260301-1266  C37653     DEBIT       00015290.86    097389092   SETTLED
ACH-20260301-1267  C58351     CREDIT      00005623.07    097556484   SUSPENDED_AML
ACH-20260301-1268  C35081     DEBIT       00020441.33    094544739   SETTLED
ACH-20260301-1269  C47828     CREDIT      00016868.14    085797420   SETTLED
ACH-20260301-1270  C95444     CREDIT      00002506.62    089520426   RETURNED_NSF
ACH-20260301-1271  C93145     CREDIT      00023972.20    017422104   SETTLED
ACH-20260301-1272  C27330     CREDIT      00009565.06    046536068   RETURNED_NSF
ACH-20260301-1273  C62350     DEBIT       00020399.32    060232088   SUSPENDED_AML
ACH-20260301-1274  C13318     CREDIT      00000327.98    021659471   SETTLED
ACH-20260301-1275  C93202     CREDIT      00009656.21    085631910   SETTLED
ACH-20260301-1276  C96437     DEBIT       00009425.72    059076629   RETURNED_ACT_CLOSED
ACH-20260301-1277  C40882     DEBIT       00022055.23    033544522   SETTLED
ACH-20260301-1278  C82652     DEBIT       00011383.60    081719868   RETURNED_NSF
ACH-20260301-1279  C71482     DEBIT       00024694.28    033050065   SETTLED
ACH-20260301-1280  C92544     CREDIT      00000646.54    078212520   SETTLED
ACH-20260301-1281  C43840     DEBIT       00001830.78    029735562   SUSPENDED_AML
ACH-20260301-1282  C34555     CREDIT      00004730.02    034630492   SETTLED
ACH-20260301-1283  C26683     CREDIT      00021747.77    014531519   SETTLED
ACH-20260301-1284  C41091     CREDIT      00021536.55    090235029   SETTLED
ACH-20260301-1285  C21324     CREDIT      00015396.44    026315802   SETTLED
ACH-20260301-1286  C95649     DEBIT       00014935.14    092645882   SUSPENDED_AML
ACH-20260301-1287  C48255     CREDIT      00001652.92    028397448   SETTLED
ACH-20260301-1288  C73268     DEBIT       00014823.99    055721805   SETTLED
ACH-20260301-1289  C57220     CREDIT      00005946.92    083543638   SETTLED
ACH-20260301-1290  C61429     DEBIT       00018670.85    026657452   SETTLED
ACH-20260301-1291  C42497     DEBIT       00007890.59    054990088   SETTLED
ACH-20260301-1292  C40735     DEBIT       00011475.98    077500028   RETURNED_ACT_CLOSED
ACH-20260301-1293  C25933     DEBIT       00014368.10    058169524   RETURNED_ACT_CLOSED
ACH-20260301-1294  C27708     DEBIT       00018035.37    063509445   SETTLED
ACH-20260301-1295  C16406     CREDIT      00021177.53    092930348   RETURNED_ACT_CLOSED
ACH-20260301-1296  C43902     CREDIT      00023782.64    076503419   SETTLED
ACH-20260301-1297  C94028     CREDIT      00004089.68    049666340   RETURNED_ACT_CLOSED
ACH-20260301-1298  C65663     CREDIT      00000088.23    093966828   RETURNED_ACT_CLOSED
ACH-20260301-1299  C45179     DEBIT       00002259.02    048642647   RETURNED_ACT_CLOSED
ACH-20260301-1300  C78146     DEBIT       00024504.76    059687057   RETURNED_NSF
ACH-20260301-1301  C12768     DEBIT       00022735.03    075911141   SETTLED
ACH-20260301-1302  C23230     CREDIT      00011987.32    082515040   SETTLED
ACH-20260301-1303  C42591     DEBIT       00006275.55    010673064   SETTLED
ACH-20260301-1304  C90802     DEBIT       00024234.51    033664468   SETTLED
ACH-20260301-1305  C24873     CREDIT      00016330.41    025281497   SETTLED
ACH-20260301-1306  C23752     DEBIT       00024357.27    016666531   SETTLED
ACH-20260301-1307  C57942     CREDIT      00007155.64    033091385   SETTLED
ACH-20260301-1308  C64784     DEBIT       00023764.05    060159631   SETTLED
ACH-20260301-1309  C17915     CREDIT      00019607.87    091345350   RETURNED_ACT_CLOSED
ACH-20260301-1310  C27331     CREDIT      00003777.11    054854163   SUSPENDED_AML
ACH-20260301-1311  C11652     DEBIT       00014694.14    082047416   RETURNED_ACT_CLOSED
ACH-20260301-1312  C14567     DEBIT       00008454.31    026332463   SETTLED
ACH-20260301-1313  C26658     DEBIT       00012770.88    026571595   SETTLED
ACH-20260301-1314  C31219     DEBIT       00000576.27    092470494   RETURNED_NSF
ACH-20260301-1315  C79204     CREDIT      00006266.27    056056902   RETURNED_ACT_CLOSED
ACH-20260301-1316  C31190     CREDIT      00012788.51    059064016   RETURNED_ACT_CLOSED
ACH-20260301-1317  C77200     CREDIT      00017129.42    076249844   SETTLED
ACH-20260301-1318  C68069     CREDIT      00007632.98    036395202   RETURNED_ACT_CLOSED
ACH-20260301-1319  C81310     DEBIT       00016715.37    012309299   SETTLED
ACH-20260301-1320  C90359     CREDIT      00001463.91    075025903   SETTLED
ACH-20260301-1321  C38043     DEBIT       00012637.58    036032438   SETTLED
ACH-20260301-1322  C19433     DEBIT       00022941.67    089138157   SETTLED
ACH-20260301-1323  C46596     CREDIT      00000890.39    029291931   SETTLED
ACH-20260301-1324  C92817     CREDIT      00011715.35    030877352   SETTLED
ACH-20260301-1325  C37975     DEBIT       00009519.22    020984834   SETTLED
ACH-20260301-1326  C42242     DEBIT       00020196.57    038027435   SETTLED
ACH-20260301-1327  C96870     CREDIT      00023430.33    022938910   RETURNED_NSF
ACH-20260301-1328  C34356     DEBIT       00021513.33    022967099   SETTLED
ACH-20260301-1329  C60140     DEBIT       00021731.07    089792094   SETTLED
ACH-20260301-1330  C80807     CREDIT      00018341.34    096507834   SETTLED
ACH-20260301-1331  C84119     DEBIT       00005878.02    071249629   SETTLED
ACH-20260301-1332  C30259     DEBIT       00007295.95    089006900   SUSPENDED_AML
ACH-20260301-1333  C20767     DEBIT       00015567.82    017759057   SETTLED
ACH-20260301-1334  C51717     DEBIT       00005354.03    039118953   SETTLED
ACH-20260301-1335  C45400     DEBIT       00005293.24    096873917   RETURNED_ACT_CLOSED
ACH-20260301-1336  C71291     DEBIT       00023912.33    057583718   SETTLED
ACH-20260301-1337  C73986     DEBIT       00010996.10    042045050   SETTLED
ACH-20260301-1338  C84925     DEBIT       00011386.76    023346313   SUSPENDED_AML
ACH-20260301-1339  C87970     CREDIT      00002128.75    075727374   SETTLED
ACH-20260301-1340  C53060     CREDIT      00000819.69    041526528   SUSPENDED_AML
ACH-20260301-1341  C52219     CREDIT      00002610.20    045917240   RETURNED_ACT_CLOSED
ACH-20260301-1342  C41893     DEBIT       00018692.19    072865167   RETURNED_NSF
ACH-20260301-1343  C64388     CREDIT      00013700.00    016686801   SUSPENDED_AML
ACH-20260301-1344  C63144     DEBIT       00003493.46    027302859   SETTLED
ACH-20260301-1345  C59530     CREDIT      00000329.64    092602904   SETTLED
ACH-20260301-1346  C36396     DEBIT       00006702.23    099615036   SETTLED
ACH-20260301-1347  C38910     DEBIT       00016857.59    034274581   SETTLED
ACH-20260301-1348  C67736     CREDIT      00020685.19    099283608   SETTLED
ACH-20260301-1349  C45614     DEBIT       00021272.80    077007773   SETTLED
